Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
99344,France,"A balanced wine, not powerful although well concentrated with its red berry fruits and dusty tannins. It has beetroot flavor, acidity and a firm, dry finish.",,87,35.0,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château de Ferrand 2007  Saint-Émilion,Bordeaux-style Red Blend,Château de Ferrand
78765,France,"This is the main nonvintage wine from this southern Champagne Aube-based producer. It's a cuvée based around the producer's specialty of Pinot Noir. With fresh acidity over rich white fruits, apples and pears, it is balanced, fragrant and ready to drink.",Cuvée des Jean Brut,87,30.0,Champagne,Champagne,,Roger Voss,@vossroger,Jean Josselin NV Cuvée des Jean Brut Pinot Noir (Champagne),Pinot Noir,Jean Josselin
121569,France,The blend of 90% Merlot and 10% Cabernet Franc gives this wine a rich character. It does have a firm edge of tannins still producing a dry character that needs to soften. The juicy black currants are developing well and should balance the tannins in a year or two. Drink this solid wine from 2018.,,89,26.0,Bordeaux,Puisseguin Saint-Émilion,,Roger Voss,@vossroger,Château Roc de Boissac 2012  Puisseguin Saint-Émilion,Bordeaux-style Red Blend,Château Roc de Boissac
100016,France,"Jaboulet's view of its most famous wine seems to have changed. Although the concentrated, dense tannins and big black fruit flavors are still there, it has lost the huge brooding presence of past vintages, and now has a veneer of sophistication with superripe fruit, plums and dark jam tastes. Whether this 1999 will age as well as older vintages remains to be seen, but it will certainly be ready to drink sooner.",La Chapelle,94,131.0,Rhône Valley,Hermitage,,Roger Voss,@vossroger,Paul Jaboulet Aîné 1999 La Chapelle  (Hermitage),Rhône-style Red Blend,Paul Jaboulet Aîné
43365,France,"Owned by the Bernard family who also own one of the major Bordeaux negociants, Millésima, the wine is structured, deliciously fruity and with a series of smoky tannins that will allow it to age. It comes from a vineyard close to Pauillac and that shows in the dense Cabernet Sauvignon that gives the wine its weight. Drink from 2021.",,91,17.0,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château Peyrabon 2014  Haut-Médoc,Bordeaux-style Red Blend,Château Peyrabon
109567,France,"Light tannins accompany crisp red fruits. What it lacks in weight and complexity, it makes up for with a smooth texture, good acidity and a structure that will allow it age for another year.",Vieilles Vignes,85,32.0,Burgundy,Fixin,,Roger Voss,@vossroger,Derey Frères 2012 Vieilles Vignes  (Fixin),Pinot Noir,Derey Frères
36199,France,"With its ripe fruits, rich texture and layers of toast, this is a great wine. It shows the quality of the great 2002 vintage brilliantly. It's complex and concentrated with an array of mature fruit flavors that combine to a structured whole. It will improve with age, so drink this great Champagne through 2025 and perhaps longer.",Cuvée Nicolas François Billecart Brut,96,,Champagne,Champagne,,Roger Voss,@vossroger,Billecart-Salmon 2002 Cuvée Nicolas François Billecart Brut  (Champagne),Champagne Blend,Billecart-Salmon
89933,France,"This starts off attractively, with a lifted raspberry aroma and just a tiny touch of mint. The red fruit presence expands on the palate, hitting notes of cherry and raspberry and adding hints of spices, like cinnamon and clove. It's full bodied yet supple, with a long, dusty-textured finish that bodes well for aging over the next decade or two.",,93,50.0,Rhône Valley,Châteauneuf-du-Pape,,Joe Czerwinski,@JoeCz,Domaine Font de Michelle 2009 Red (Châteauneuf-du-Pape),Rhône-style Red Blend,Domaine Font de Michelle
64968,France,"There are hints of bottle age on this strawberry-flavored wine. They give it a more woody, toasty character that takes away from the freshness that a wine like this needs. The aftertaste conveys caramel and spice.",Extra Brut Rosé,85,32.0,Loire Valley,Crémant de Loire,,Roger Voss,@vossroger,Domaine des Baumard NV Extra Brut Rosé Sparkling (Crémant de Loire),Sparkling Blend,Domaine des Baumard
125732,France,"While this has a tight corset of freshness and structure, expressive notes of peach show their exuberance. The palate again reveals tautness, shot through with lemon purity while the peach delightfully plays around them.",,91,22.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Trimbach 2013 Riesling (Alsace),Riesling,Trimbach
1416,France,"This is a medium-sweet wine that's warm and rich due to the ripening abilities of the Spiegel vineyard. It is spiced, concentrated and full of a smoky character that contrasts with its fruitiness. It's ready to drink now, although it will certainly age well. Drink until 2019.",Spiegel Grand Cru,93,30.0,Alsace,Alsace,,Roger Voss,@vossroger,Domaines Schlumberger 2007 Spiegel Grand Cru Pinot Gris (Alsace),Pinot Gris,Domaines Schlumberger
85865,France,"Stylish and fruity, this has red currant crispness and an attractive warm, ripe background. It's balanced and fresh, with intense fruitiness at the end.",Douce Vie Les Muraires,87,19.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Bernard Magrez 2014 Douce Vie Les Muraires Rosé (Côtes de Provence),Rosé,Bernard Magrez
96188,France,"This wine is all structure and dark, dry tannins. The fruit is very subdued, giving a hard wine that could well remain tough.",,83,26.0,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château du Cartillon 2011  Haut-Médoc,Bordeaux-style Red Blend,Château du Cartillon
81545,France,"Strongly mineral in texture, this structured wine from vines growing in gneiss (dense, schist-like rock) soil needs some time. It has intense acidity and citrus flavors along with a crisp edge and tight aftertaste. Drink from 2016.",Gneiss de Bel Abord Sur Lie,88,,Loire Valley,Muscadet Sèvre et Maine,,Roger Voss,@vossroger,Domaine de la Fruitière 2014 Gneiss de Bel Abord Sur Lie  (Muscadet Sèvre et Maine),Melon,Domaine de la Fruitière
37440,France,"The wine is named after a raspberry plantation, and that's what it tastes like. Small wild fruit, with their extra taste of ripe flesh, are in the glass along with delicious acidity. The tannins and the wood are all at the service of the fruit.",La Framboisière,91,33.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Faiveley 2005 La Framboisière  (Mercurey),Pinot Noir,Faiveley
18086,France,"When some of the greatest Cahors weigh in at 13.5% alcohol, there is no need for this 15.5% monster. It's a shame, because there is much to admire here, with the powerful bitter chocolate and the sweetest berry fruits, a wall of polished concentration. It needs aging for four years at least.",Cuvée Dame Honneur,91,60.0,Southwest France,Cahors,,Roger Voss,@vossroger,Château Lagrézette 2005 Cuvée Dame Honneur Malbec (Cahors),Malbec,Château Lagrézette
26329,France,"Vines on steep slopes leading down to the Gironde estuary give this estate a good exposure. This wine is structured and laced with firm tannins. It has a balanced character that will allow it to age further, although the black-currant flavors are beginning to shine. Drink from late 2016.",,86,,Bordeaux,Côtes de Bourg,,Roger Voss,@vossroger,Château Moulin Eyquem 2011  Côtes de Bourg,Bordeaux-style Red Blend,Château Moulin Eyquem
66813,France,A slightly funky lift precedes a very crunchy light palate. There is freshness and frank up-front red-cherry fruit along with ample juiciness. This picnic-style wine will benefit from being served chilled.,Rouge E,87,34.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Ostertag 2015 Rouge E Pinot Noir (Alsace),Pinot Noir,Domaine Ostertag
1367,France,"This is smoky and minerally upfront, influenced by barrel notes, but there's also some intense strawberry and raspberry fruit on the palate and a minerally reprise on the concentrated finish.",,87,40.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Château d'Esclans 2006 Rosé (Côtes de Provence),Rosé,Château d'Esclans
107794,France,"This is an impressively complete wine, the fruit right in context with the dark, dry tannins. All the elements are in place, from the initial juicy fruit to the soft, fresh close.This is an impressively complete wine, the fruit right in context with the dark, dry tannins. All the elements are in place, from the initial juicy fruit to the soft, fresh close.",,90,,Bordeaux,Médoc,,Roger Voss,@vossroger,Château Potensac 2006  Médoc,Bordeaux-style Red Blend,Château Potensac
16918,France,"Lightly tannic and attractively fruity, it's ready to drink. It has a soft structure, red fruits and a finish that is full of bright acidity.",Château de Bligny,86,30.0,Burgundy,Côte de Nuits-Villages,,Roger Voss,@vossroger,Evening Land 2011 Château de Bligny  (Côte de Nuits-Villages),Pinot Noir,Evening Land
24442,France,"Shaped like a butterfly (papillon), this vineyard is one of the best known in Savennières. It is very rich and ripe, from a warm vintage. With its apricot and pear flavors and opulent texture, it brings out the potential of Chenin Blanc. So age this wine for 5–6 years more. Screwcap.",Clos du Papillon,93,,Loire Valley,Savennières,,Roger Voss,@vossroger,Domaine des Baumard 2009 Clos du Papillon  (Savennières),Chenin Blanc,Domaine des Baumard
35854,France,"91-93 Attractive, fresh wine, with a delicious delicacy as well as the perfumed acidity. There is a tasty pear juice and spice combination to finish.",Barrel sample,92,,Bordeaux,Sauternes,,Roger Voss,@vossroger,Château Lamothe Guignard 2010 Barrel sample  (Sauternes),Bordeaux-style White Blend,Château Lamothe Guignard
90730,France,"One of Bouchard's signature wines, this is beautifully textured, a series of bright fruits, strawberries and sweet acidity. There are tannins, but this is lighter than in some vintages, a wine for short-term aging.",Beaune Grèves Premier Cru Vigne de l'Enfant Jésus,91,118.0,Burgundy,Beaune,,Roger Voss,@vossroger,Bouchard Père & Fils 2007 Beaune Grèves Premier Cru Vigne de l'Enfant Jésus  (Beaune),Pinot Noir,Bouchard Père & Fils
87559,France,"This aromatic herbal Sauvignon is crisp while also showing the ripe fruit of the vintage. It is full of citrus and melon fruits, tangy acidity and a bright, fruity aftertaste. Drink now.",Fleur de Sauvignon,85,13.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,A. de Luze et Fils 2015 Fleur de Sauvignon  (Bordeaux Blanc),Sauvignon Blanc,A. de Luze et Fils
79247,France,"Warm and fruity, this is just what this style of wine should be. Red fruits, soft tannins and a generous, juicy character are already giving pleasure. Drink from 2015.",,87,17.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château de Parenchère 2012  Bordeaux Supérieur,Bordeaux-style Red Blend,Château de Parenchère
47095,France,"Produced in Boudes, one of the cru villages of the Côtes d'Auvergne, this is a young fruity wine. It has light tannins that are there to enhance the stalky red fruits. Acidity and a crisp aftertaste complete this attractive wine. Drink now.",Origine,85,,Loire Valley,,,Roger Voss,@vossroger,Domaine Sauvat 2016 Origine Gamay,Gamay,Domaine Sauvat
115366,France,"This fruity wine has a refreshing citrus flavor. Lightly textured, it is lively and crisp. A mineral edge gives it tight structure, putting the wine into the food category.",,88,14.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château des Antonins 2015 Rosé (Bordeaux Rosé),Rosé,Château des Antonins
45372,France,"This wine is ripe, full of yellow fruits that are balanced with crisp acidity. That gives a balanced wine that is juicy, perfumed and rich. The aftertaste is equally attractive, showing lemon-zest flavor.",,88,25.0,Burgundy,Mâcon La Roche Vineuse,,Roger Voss,@vossroger,Chanson Père et Fils 2014  Mâcon La Roche Vineuse,Chardonnay,Chanson Père et Fils
77150,France,"This young, fruity wine from Vignobles Lesgourgues has great potential. Along with its bright red and blackberry fruits, it has succulent acidity and touches of wood aging that have smoothed the fruity character. It needs to age longer, so keep until 2018.",,90,22.0,Bordeaux,Graves,,Roger Voss,@vossroger,Château Haut Selve 2014  Graves,Bordeaux-style Red Blend,Château Haut Selve
16712,France,"An intensely wooded wine that is dominated by dark tannins. The red berry fruit is buried under the dry spice and toast character, although at the end there is a more juicy element.",Les Molesmes Château de Rully Premier Cru,88,40.0,Burgundy,Rully,,Roger Voss,@vossroger,Antonin Rodet 2007 Les Molesmes Château de Rully Premier Cru  (Rully),Pinot Noir,Antonin Rodet
100495,France,"While it is still young, the wine is showing great fruit and soft tannins. Juicy black cherries are ripe and full, a sign of the fine vintage. With the acidity and the dry core, the wine should age. Drink from 2018.",La Réserve d'Amélie,88,22.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Domaine Gerard Charvet 2015 La Réserve d'Amélie  (Moulin-à-Vent),Gamay,Domaine Gerard Charvet
114738,France,"The third generation of the Laplace family has produced a black-colored, juicy and richly balanced wine. Its black plum and damson fruit is enclosed in young, firm tannins that will gradually soften. It's a dark, dense wine that will be ready to drink by 2020.",Odé d'Aydie,93,20.0,Southwest France,Madiran,,Roger Voss,@vossroger,Famille Laplace 2014 Odé d'Aydie Tannat (Madiran),Tannat,Famille Laplace
14479,France,"Very fruity, this is a crisp, lemon-scented and flavored wine, with grassy, herbaceous character from the green Sauvignon Blanc in the blend. The aftertaste is tight with some bitterness.",,84,15.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château de Parenchère 2014  Bordeaux Blanc,Bordeaux-style White Blend,Château de Parenchère
35332,France,"Very firm, this is a structured, relatively austere wine, with lots of minerality and tightness. The green fruits are  pierced with acidity, but also very fresh. A wine that needs time, give this at least 5–6 years. Screwcap.",Les Clos Grand Cru,93,75.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Laroche 2005 Les Clos Grand Cru  (Chablis),Chardonnay,Domaine Laroche
11259,France,"Even though it is weighty, very full and dense, the wine has a fine balance, with acidity that cuts through the richness.",Château la Fleur,88,17.0,Bordeaux,Lussac Saint-Émilion,,Roger Voss,@vossroger,Horeau-Beylot 2009 Château la Fleur  (Lussac Saint-Émilion),Bordeaux-style Red Blend,Horeau-Beylot
47090,France,"This wine is soft, although with plenty of ripe fruit. It has a touch of spice and light acidity, showing the richness of the white-wine vintage. Drink now.",,85,30.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Mémoires 2016  Bordeaux Blanc,Sauvignon Blanc,Château Mémoires
11380,France,"Soft and rich, this is a fruity and textured wine. It has strong pear and spice flavors that complement the edge of lemon zest. This combination results in a wine that is bright and fruity. Screwcap.",,87,15.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Bel Air Perponcher 2011  Bordeaux Blanc,Bordeaux-style White Blend,Château Bel Air Perponcher
80656,France,"The palest of grey-pink rosés, this is classy, fresh and fragrant. It has a light, orange-zest texture as well as tannins and a mineral edge. Very fresh, it is also worth aging a few months.",Cru Classé Grande Réserve,92,29.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Château Sainte Marguerite 2013 Cru Classé Grande Réserve Rosé (Côtes de Provence),Rosé,Château Sainte Marguerite
119446,France,"Very ripe notes of yellow pear appear on the nose. A touch of earthiness adds texture and interest to the palate, as does the merest smidgen of residual sweetness, boosting the fruit flavors. A zesty freshness pulls all into focus. The finish is dry and lasting.",Tradition,90,19.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Kuentz-Bas 2015 Tradition Pinot Gris (Alsace),Pinot Gris,Kuentz-Bas
116270,France,"From Jaboulet's own holdings, this is a broad, mouthcoating expression of Condrieu, with pineapple, apricot and honey notes that blossom slowly given enough time in the glass. Drink now–2015.",Domaine des Grands Amandiers,90,,Rhône Valley,Condrieu,,Joe Czerwinski,@JoeCz,Paul Jaboulet Aîné 2009 Domaine des Grands Amandiers  (Condrieu),Viognier,Paul Jaboulet Aîné
22718,France,"A blend of 13 vintages, beautifully ripe and round, even with some maturity. Fresh citric fruit cuts through the richness and flavors of pineapple. There is a tang in the texture, an almost chewy structure. Age this wine for a year or two.",Cuvée des Caudalies Grand Cru Blanc de Blancs Brut,94,90.0,Champagne,Champagne,,Roger Voss,@vossroger,De Sousa & Fils NV Cuvée des Caudalies Grand Cru Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,De Sousa & Fils
3068,France,"Big, full-bodied wine, the great tannins dominating the underlying red fruit. It's firmly concentrated, intense, a powerhouse of dense texture and obviously a wine that will need aging. Give it 5–6 years.",,94,190.0,Burgundy,Charmes-Chambertin,,Roger Voss,@vossroger,Chanson Père et Fils 2008  Charmes-Chambertin,Pinot Noir,Chanson Père et Fils
85840,France,"This is a ripe and tangy wine from the Bellanger family. Its green, citrus and apricot fruits are all singing together in an attractive, balanced way. It has richness that gives a full-bodied wine without detracting from the fresher, white currant and spice side. Drink now.",,90,40.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Roquefort 2015  Bordeaux Blanc,Bordeaux-style White Blend,Château Roquefort
112943,France,"Crisp and with a strongly mineral character, this is a young, textured wine. As it softens and gets the ripeness of the vintage, it will become smooth and rich. Drink from late 2017.",,87,20.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Roc Meynard 2016  Bordeaux Blanc,Bordeaux-style White Blend,Château Roc Meynard
47030,France,"Guigal is now making 40-45% of the entire Condrieu appellation, making the quality of this cuvée quite an achievement. Floral notes lead off, followed by hints of peach, apricot and honey, and the wine walks the requisite balance between round lushness and peppery, minerally spice. Drink now-2012.",,90,55.0,Rhône Valley,Condrieu,,Joe Czerwinski,@JoeCz,E. Guigal 2007  Condrieu,Viognier,E. Guigal
120519,France,"A rounded style, with full-bodied red fruits and a rich, silky texture. The wine still does have attractive acidity and a crisp grapefruit edge to balance it out.",Château de Selle,89,45.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Domaines Ott 2011 Château de Selle Rosé (Côtes de Provence),Rosé,Domaines Ott
64849,France,"There is a touch of wood here, partnering with the wine's weight, minerality and crisp character. White fruit flavors of apple and pear lend further brightness.",,91,46.0,Burgundy,Meursault,,Roger Voss,@vossroger,Joseph Drouhin 2010  Meursault,Chardonnay,Joseph Drouhin
59592,France,"Light and bright, this attractive, fruity wine has raspberry and red plum flavors along with a tannic core. It could age, although it's good to drink now.",,86,37.0,France Other,Côtes du Jura,,Roger Voss,@vossroger,Domaine Pignier 2011 Trousseau (Côtes du Jura),Trousseau,Domaine Pignier
35852,France,"91-93 A powerful wine, its tannins very dark and dense. The wine has great spice, great concentration, a hugely dense character. There is a hard edge here, but the acidity gives a wonderful black currant aftertaste.",Barrel sample,92,,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château Tronquoy-Lalande 2010 Barrel sample  (Saint-Estèphe),Bordeaux-style Red Blend,Château Tronquoy-Lalande
65952,France,"This wine from the Corton Grand Cru vineyard is packed with tannins as well as smoky fruit. It is richly structured and firm, yet the fruit is equally powerful, showing bold black fruits struck against bright acidity. The wine will need considerable aging; drink from 2025.",Château Corton Grancey,95,165.0,Burgundy,Corton,,Roger Voss,@vossroger,Louis Latour 2015 Château Corton Grancey  (Corton),Pinot Noir,Louis Latour
119515,France,"This is firm, in the Pommard style. But because this is a 2015 vintage, the wine is also generously rich and with great red berry fruits. The acidity is in the back of this wine with its bold flavors and concentrated texture. Drink from 2023.",Les Arvelets Premier Cru,92,103.0,Burgundy,Pommard,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2015 Les Arvelets Premier Cru  (Pommard),Pinot Noir,Jean-Luc and Paul Aegerter
15838,France,"This powerful wine has a superb mix of the crispest fruit and great structure. Blackberries and black currants shine through the tannins, expressing the liveliness of the vintage. It is so well delineated with everything in its place. The wine is certainly going to age for decades. Drink from 2027.",,96,130.0,Bordeaux,Saint-Julien,,Roger Voss,@vossroger,Château Ducru Beaucaillou 2014  Saint-Julien,Bordeaux-style Red Blend,Château Ducru Beaucaillou
126931,France,"This ripe, rich and soft wine has a good balance between its apple fruit flavors and crisper lemon and gooseberry. The definite tang to the aftertaste gives a great lift. Drink from 2017.",,87,,Loire Valley,Sancerre,,Roger Voss,@vossroger,Roger et Didier Raimbault 2014  Sancerre,Sauvignon Blanc,Roger et Didier Raimbault
41444,France,"Soft and creamy, this wine has an attractive burst of freshness with apple and citrus flavors. Lightly textured and fruity, it is ready to drink.",,86,18.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2014  Bourgogne,Chardonnay,Jean-Luc and Paul Aegerter
105710,France,"This comes from an underrated appellation, in the shadow of the Corton-Charlemagne vineyard. It's touched lightly by wood aging, showing ripe yellow fruit and a cool streak of minerality. Still young, it's developing well and will be ready to drink from 2018.",,92,38.0,Burgundy,Pernand-Vergelesses,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2015  Pernand-Vergelesses,Chardonnay,Jean-Luc and Paul Aegerter
68573,France,"Definite tannins here, a wine that shows ripe fruits, richness and a solid core. It is not huge, but does have structure, bitter chocolate, sweetness. It's worth aging this wine 3–4 years.",Clos du Marquis,91,40.0,Bordeaux,Saint-Julien,,Roger Voss,@vossroger,Château Léoville Las Cases 2007 Clos du Marquis  (Saint-Julien),Bordeaux-style Red Blend,Château Léoville Las Cases
45059,France,"This exudes notes of ripe yellow fruits while keeping an edge of structure. It's fragrant, with a fine dense texture that brings out acidity and a caramel flavor. It has aging potential, so keep it for over three years.",Fourchaume Premier Cru,91,35.0,Burgundy,Chablis,,Roger Voss,@vossroger,La Chablisienne 2010 Fourchaume Premier Cru  (Chablis),Chardonnay,La Chablisienne
8347,France,"This is a delicious, ripe and fruity wine. It has all the right characters of freshness, a creamy mousse and tight, zingy acidity. It's a wine to drink now and enjoy its lightly perfumed aftertaste.",Brut,87,28.0,Alsace,Crémant d'Alsace,,Roger Voss,@vossroger,Gustave Lorentz NV Brut Sparkling (Crémant d'Alsace),Sparkling Blend,Gustave Lorentz
6362,France,"The concentration of 2012 shows well in this dense wine. It is tightly structured, with a strong texture that brings out both the acidity and the zesty, tangy and nervy character of the white and citrus fruits. It's a wine for aging; drink from 2018.",Domaine Long-Depaquit Les Blanchots Grand Cru,93,,Burgundy,Chablis,,Roger Voss,@vossroger,Albert Bichot 2012 Domaine Long-Depaquit Les Blanchots Grand Cru  (Chablis),Chardonnay,Albert Bichot
34582,France,"This orange-tinted, medium-pink rosé is a blend of 70% Grenache, 20% Syrah and 10% Grenache Blanc. It's medium in weight, with understated cherry-berry fruit balanced by the suggestion of wet stone. Drink now.",Domaine des Hunaudieres,90,14.0,Rhône Valley,Luberon,,Joe Czerwinski,@JoeCz,Maison Denuzière 2016 Domaine des Hunaudieres Rosé (Luberon),Rosé,Maison Denuzière
33889,France,"This perfumed wine from a great year is rich in both fruit and structure, solid with tannins as well as ripe fruit. It is still youthful, dense and powerful. Wait and drink from 2018.",Cuvée Armande,89,38.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Garreau 2010 Cuvée Armande  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château Garreau
81248,France,"The wine has the firmness of a Pommard along with ripe fruits full of sweetness and acidity. That makes it structured and with a good future, while being totally fruity at the same time. Drink from 2015.",,89,60.0,Burgundy,Pommard,,Roger Voss,@vossroger,Bouchard Père & Fils 2011  Pommard,Pinot Noir,Bouchard Père & Fils
113291,France,"From a small, new appellation in the north of Beaujolais, this wine is fresh and fruity. It has a cool feel to it—mineral and with stalky, crisp red currant fruit flavors. It's a style of wine that will benefit from serving chilled.",Le Clos,85,24.0,Beaujolais,Beaujolais-Leynes,,Roger Voss,@vossroger,Château de Lavernette 2014 Le Clos  (Beaujolais-Leynes),Gamay,Château de Lavernette
111562,France,"This 2007 is nearing the end of its shelf life, but it still features a round, ample mouthfeel and pleasant honey, peach and citrus flavors. Drink up.",,86,36.0,Rhône Valley,Châteauneuf-du-Pape,,Joe Czerwinski,@JoeCz,Vignobles La Coterie 2007 White (Châteauneuf-du-Pape),Rhône-style White Blend,Vignobles La Coterie
102871,France,"From a vintage that frankly hasn’t impressed us much, this is a pleasant surprise. Full and toasty, with some yeast and butter, there are also youthful citrus elements of lemon and lime. A creamy texture and a long, smooth finish complete the package.",Blanc de Blancs Brut,92,55.0,Champagne,Champagne,,,,Louis Roederer 1994 Blanc de Blancs Brut  (Champagne),Champagne Blend,Louis Roederer
42893,France,"A wine that has freshness, some wood and a soft series of tannins, almost velvet. There is a stalky juiciness here, to complete a wine that offers the freshest acidity, with only hints of darker fruits.",,89,50.0,Bordeaux,Pauillac,,Roger Voss,@vossroger,Château Duhart-Milon 2007  Pauillac,Bordeaux-style Red Blend,Château Duhart-Milon
38389,France,"This wine is not balanced, with wood and acidity opposing each other. It has spice, high toast flavors and stalky black currants. Although it could have potential, it is likely to remain tough. The property is unusual—133 acres in one block.",,84,50.0,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château la Garde 2013  Pessac-Léognan,Bordeaux-style Red Blend,Château la Garde
34760,France,"A new brand produced by the Sparr family, Baumann's fruit comes from Riquewihr. This easy Pinot Gris is soft and medium sweet, with attractive hints of spice and minerality. It's a ripe wine, finished with acidity. Drink now.",ClassiQ,86,15.0,Alsace,Alsace,,Roger Voss,@vossroger,Baumann 2013 ClassiQ Pinot Gris (Alsace),Pinot Gris,Baumann
41771,France,"Peach skin and orange peel appear on the nose, the palate is off-dry but fresh and vivid with floral impressions that are more present on the tongue than the nose. There is ripe, fresh peach and honeysuckle and a balanced poise. The aromatic subtlety causes you to pause and wonder, even after the last echo.",Clos Zisser Kirchberg de Barr Grand Cru,91,26.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Klipfel 2010 Clos Zisser Kirchberg de Barr Grand Cru Gewurztraminer (Alsace),Gewürztraminer,Klipfel
108544,France,"A big and bold wine, showing black plum fruits, an impressive structure and a solid, foursquare feel. It is obviously a wine for aging. Give it 2–3 years.",Prestige,89,40.0,Southwest France,Cahors,,Roger Voss,@vossroger,Château Saint-Sernin 2008 Prestige Malbec (Cahors),Malbec,Château Saint-Sernin
67434,France,"89-91 Barrel sample. Solidly packed tannins, very firm and structured, a feeling of considerable extract as well as a high toast content.",Barrel sample,90,,Bordeaux,Graves,,Roger Voss,@vossroger,Château de Chantegrive 2009 Barrel sample  (Graves),Bordeaux-style Red Blend,Château de Chantegrive
114989,France,"This wine is young, surprisingly fruity at this stage for this normally textured, structured Grand Cru. A pure line of sliced apple and green-plum flavors are shot through with tangy acidity. The fruitiness and intense acidity will pass soon and the wine will develop the proper steely, tight and mineral character. It will drink at its best from 2020.",Les Clos Grand Cru,94,70.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Louis Moreau 2014 Les Clos Grand Cru  (Chablis),Chardonnay,Domaine Louis Moreau
117693,France,"With the structured influence of Cabernet Sauvignon, this is a wine that brings out the freshness of 2008, along with its firm tannins. It is still a young wine with acidity and tannins dominating the fruit.",,87,22.0,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château Tour Saint-Joseph 2008  Haut-Médoc,Bordeaux-style Red Blend,Château Tour Saint-Joseph
95962,France,"This beautifully perfumed wine is a fine mix of herb and black-fruit flavors. It has richness, density and a fine, crisp streak of acidity. Drink after 2015.",Fontanéou,90,,Provence,Bandol,,Roger Voss,@vossroger,Domaine la Bastide Blanche 2011 Fontanéou Red (Bandol),Rhône-style Red Blend,Domaine la Bastide Blanche
67682,France,"A light and fruity wine that has bright black fruits and an edge of tannins. The black currant and acidity give the wine its fruity character, typical of the vintage. Drink now.",,85,10.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Bellevue 2014  Bordeaux,Bordeaux-style Red Blend,Château Bellevue
47040,France,"This is a concentrated, balanced, sweetly juicy wine, benefiting from wood and ripe black fig and plum flavors. It has fine ripe tannins that support the freshly juicy fruits. Ready to drink, but will age over 2–3 years.",,89,22.0,Bordeaux,Médoc,,Roger Voss,@vossroger,Château La Cardonne 2007  Médoc,Bordeaux-style Red Blend,Château La Cardonne
34258,France,"Lifted aromas of both tart and ripe green and yellow apples appear, alongside hints of wet pebble and faint notions of quince. On the palate, these flavors are wrapped in citrus freshness on a sprightly, lively, concentrated and wonderfully dry palate. This is full of life and finishes on a pervasive, all-encompassing zesty lemon freshness. Lovely now but will evolve majestically. Drink now through 2035.",Schlossberg Grand Cru,94,44.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Bott-Geyl 2014 Schlossberg Grand Cru Riesling (Alsace),Riesling,Domaine Bott-Geyl
115107,France,This has a firm tannic structure that's allied to a smoky character. The dry core is bold and offers a counterpoint to the ripe red- and black-plum fruit. For aging over 4–5 years.,Montée Rouge,88,,Burgundy,Beaune,,Roger Voss,@vossroger,Roux Père et Fils 2010 Montée Rouge  (Beaune),Pinot Noir,Roux Père et Fils
